□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,
계약일자 : 20190301 ~ 20190331,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,,,,
시도 : 전체,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
대구광역시 북구 침산동,296-1,296,1,건영하이츠,59.961,201903,30,"20,000",2,2002,침산로 158,,-,-
대구광역시 북구 침산동,372-3,372,3,대한동아무지개,134.86,201903,1,"35,000",11,1999,침산로21길 24,,-,-
대구광역시 북구 침산동,372-3,372,3,대한동아무지개,59.76,201903,3,"22,400",11,1999,침산로21길 24,,-,-
대구광역시 북구 침산동,372-3,372,3,대한동아무지개,59.76,201903,18,"22,700",16,1999,침산로21길 24,,-,-
대구광역시 북구 침산동,372-3,372,3,대한동아무지개,84.74,201903,28,"28,500",14,1999,침산로21길 24,,-,-
대구광역시 북구 침산동,233-3,233,3,동아침산2무지개,84.74,201903,5,"30,700",20,1999,침산로21길 10,,-,-
대구광역시 북구 침산동,233-3,233,3,동아침산2무지개,59.76,201903,10,"24,100",16,1999,침산로21길 10,,-,-
대구광역시 북구 침산동,233-3,233,3,동아침산2무지개,84.74,201903,19,"30,300",20,1999,침산로21길 10,,-,-
대구광역시 북구 침산동,213-1,213,1,롯데캐슬오페라,84.91,201903,9,"37,900",19,2005,침산남로 160,,-,-
대구광역시 북구 침산동,213-1,213,1,롯데캐슬오페라,84.91,201903,19,"39,400",21,2005,침산남로 160,,-,-
대구광역시 북구 침산동,269-10,269,10,명성푸르지오,112.33,201903,18,"45,500",8,2006,침산로 153,,-,-
대구광역시 북구 침산동,269-10,269,10,명성푸르지오,84.84,201903,22,"41,500",20,2006,침산로 153,,-,-
대구광역시 북구 침산동,07-03,7,3,삼익맨션,76.66,201903,3,"22,000",10,1978,중앙대로 590,,-,-
대구광역시 북구 침산동,07-03,7,3,삼익맨션,62.98,201903,6,"15,800",4,1978,중앙대로 590,,-,-
대구광역시 북구 침산동,101-1,101,1,삼정그린코아,84.78,201903,12,"34,000",22,2005,중앙대로 570,,-,-
대구광역시 북구 침산동,101-3,101,3,삼주,77.19,201903,7,"18,000",2,1979,중앙대로118길 46,,-,-
대구광역시 북구 침산동,369-2,369,2,제일,59.88,201903,14,"14,500",7,1993,옥산로17길 50,,-,-
대구광역시 북구 침산동,431-2,431,2,청구타운,84.925,201903,12,"27,700",21,1995,침산남로19길 9,,-,-
대구광역시 북구 침산동,431-2,431,2,청구타운,59.99,201903,15,"16,500",13,1995,침산남로19길 9,,-,-
대구광역시 북구 침산동,456-7,456,7,침산2지구,59.84,201903,1,"14,700",5,1991,성북로 8,,-,-
대구광역시 북구 침산동,456-7,456,7,침산2지구,59.84,201903,30,"15,200",9,1991,성북로 8,,-,-
대구광역시 북구 침산동,363-1,363,1,침산2청구타운,59.91,201903,18,"18,500",9,1996,침산남로19길 8,,-,-
대구광역시 북구 침산동,252-2,252,2,침산3차푸르지오,84.9704,201903,8,"38,000",16,2004,침산남로 130,,-,-
대구광역시 북구 침산동,810-32,810,32,침산남영,84.96,201903,14,"16,400",8,1997,침산남로9길 167,,-,-
대구광역시 북구 침산동,1750,1750,0,침산동2차쌍용예가,84.9894,201903,4,"46,000",15,2013,성북로9길 12,,-,-
대구광역시 북구 침산동,368-1,368,1,침산동서,84.985,201903,1,"26,000",6,1997,침산남로 116,,-,-
대구광역시 북구 침산동,368-1,368,1,침산동서,84.98,201903,2,"24,900",2,1997,침산남로 116,,-,-
대구광역시 북구 침산동,1414,1414,0,침산동화타운,59.82,201903,11,"13,200",11,1997,침산남로7길 50-21,,-,-
대구광역시 북구 침산동,637-1,637,1,침산세정드림타운,84.9166,201903,14,"20,250",15,2003,침산로52길 13,,-,-
대구광역시 북구 침산동,637-1,637,1,침산세정드림타운,84.9166,201903,29,"19,900",6,2003,침산로52길 13,,-,-
대구광역시 북구 침산동,400-1,400,1,침산쌍용,59.84,201903,9,"22,200",3,1999,침산로21길 36,,-,-
대구광역시 북구 침산동,123-1,123,1,침산화성2,85,201903,6,"27,700",7,1999,침산남로37길 24,,-,-
대구광역시 북구 침산동,1761,1761,0,침산화성파크드림,59.9902,201903,7,"37,500",37,2017,성북로 70,,-,-
대구광역시 북구 침산동,105-73,105,73,코오롱하늘채1단지,106.382,201903,16,"63,700",19,2006,침산로22길 31,,-,-
대구광역시 북구 침산동,105-1,105,1,코오롱하늘채2단지,178.6726,201903,9,"87,000",11,2006,중앙대로 591,,-,-
대구광역시 북구 침산동,100-10,100,10,한우맨션,136.57,201903,29,"35,000",9,1984,중앙대로118길 33,,-,-
대구광역시 북구 침산동,341-1,341,1,현대,84.9425,201903,15,"24,000",1,1996,침산로 163,,-,-
대구광역시 북구 태전동,489,489,0,두성파크2,84.79,201903,16,"15,500",7,1993,학정로13길 16,,-,-
대구광역시 북구 태전동,936,936,0,롯데,84.99,201903,11,"16,550",15,1993,구암로 12,,-,-
대구광역시 북구 태전동,936,936,0,롯데,84.99,201903,20,"16,500",8,1993,구암로 12,,-,-
대구광역시 북구 태전동,936,936,0,롯데,112.56,201903,20,"18,750",7,1993,구암로 12,,-,-
대구광역시 북구 태전동,936,936,0,롯데,112.56,201903,26,"22,500",15,1993,구암로 12,,-,-
대구광역시 북구 태전동,936,936,0,롯데,84.99,201903,30,"15,500",6,1993,구암로 12,,-,-
대구광역시 북구 태전동,1075-10,1075,10,미진타운,59.98,201903,19,"12,800",6,1993,칠곡중앙대로52길 46,,-,-
대구광역시 북구 태전동,608-5,608,5,삼성,84.93,201903,3,"19,100",17,1994,칠곡중앙대로52길 20,,-,-
대구광역시 북구 태전동,608-5,608,5,삼성,84.93,201903,5,"19,300",3,1994,칠곡중앙대로52길 20,,-,-
대구광역시 북구 태전동,608-5,608,5,삼성,133.35,201903,8,"24,000",7,1994,칠곡중앙대로52길 20,,-,-
대구광역시 북구 태전동,478-12,478,12,삼일맨션,81.69,201903,11,"13,000",1,2000,학정로13길 24,,-,-
대구광역시 북구 태전동,169-2,169,2,우방타운,84.995,201903,9,"17,000",9,1992,매천로 220,,-,-
대구광역시 북구 태전동,169-2,169,2,우방타운,84.995,201903,12,"18,000",4,1992,매천로 220,,-,-
대구광역시 북구 태전동,169-2,169,2,우방타운,84.995,201903,13,"19,000",13,1992,매천로 220,,-,-
대구광역시 북구 태전동,169-2,169,2,우방타운,59.985,201903,15,"14,450",9,1992,매천로 220,,-,-
대구광역시 북구 태전동,678,678,0,우방타운2,59.94,201903,1,"11,700",14,1993,칠곡중앙대로53길 29,,-,-
대구광역시 북구 태전동,1181,1181,0,이진캐스빌,67.7253,201903,8,"29,700",4,2015,칠곡중앙대로51길 50,,-,-
대구광역시 북구 태전동,1181,1181,0,이진캐스빌,67.7253,201903,11,"27,500",2,2015,칠곡중앙대로51길 50,,-,-
대구광역시 북구 태전동,1181,1181,0,이진캐스빌,67.7253,201903,25,"29,900",5,2015,칠곡중앙대로51길 50,,-,-
대구광역시 북구 태전동,695,695,0,중석타운,84.84,201903,5,"17,100",2,1995,학정로7길 3,,-,-
대구광역시 북구 태전동,1065-1,1065,1,칠곡관음타운,59.78,201903,5,"12,500",20,1995,영송로 63,,-,-
대구광역시 북구 태전동,1065-1,1065,1,칠곡관음타운,84.96,201903,7,"21,000",8,1995,영송로 63,,-,-
대구광역시 북구 태전동,1066,1066,0,칠곡대백맨션,59.94,201903,19,"12,400",15,1993,관음로 24,,-,-
대구광역시 북구 태전동,1066,1066,0,칠곡대백맨션,59.94,201903,22,"13,000",8,1993,관음로 24,,-,-
대구광역시 북구 태전동,1066,1066,0,칠곡대백맨션,84.92,201903,22,"17,000",12,1993,관음로 24,,-,-
대구광역시 북구 태전동,997-1,997,1,칠곡에덴타운,84.96,201903,6,"18,500",1,1993,구암로22길 14,,-,-
대구광역시 북구 태전동,997-1,997,1,칠곡에덴타운,60,201903,15,"14,000",8,1993,구암로22길 14,,-,-
대구광역시 북구 태전동,997-1,997,1,칠곡에덴타운,60,201903,15,"14,600",9,1993,구암로22길 14,,-,-
대구광역시 북구 태전동,997-1,997,1,칠곡에덴타운,60,201903,29,"13,500",5,1993,구암로22길 14,,-,-
대구광역시 북구 태전동,442,442,0,태전3우방타운,59.99,201903,1,"15,200",18,1999,학정로 126,,-,-
대구광역시 북구 태전동,442,442,0,태전3우방타운,59.99,201903,9,"15,950",16,1999,학정로 126,,-,-
대구광역시 북구 태전동,166,166,0,태전한라,84.97,201903,7,"19,300",3,1997,태전로7길 13,,-,-
대구광역시 북구 태전동,936-1,936,1,한신중앙,36.87,201903,1,"7,900",10,1993,영송로 85,,-,-
대구광역시 북구 태전동,936-1,936,1,한신중앙,47.25,201903,7,"10,300",4,1993,영송로 85,,-,-
대구광역시 북구 태전동,936-1,936,1,한신중앙,47.25,201903,16,"11,000",13,1993,영송로 85,,-,-
대구광역시 북구 태전동,936-1,936,1,한신중앙,59.85,201903,27,"13,600",13,1993,영송로 85,,-,-
대구광역시 북구 태전동,205-14,205,14,한일,84.96,201903,4,"20,000",7,1998,칠곡중앙대로53길 32,,-,-
대구광역시 북구 태전동,997,997,0,현대,84.95,201903,15,"20,000",5,1993,구암로16길 7,,-,-
대구광역시 북구 태전동,997,997,0,현대,84.95,201903,18,"18,500",7,1993,구암로16길 7,,-,-
대구광역시 북구 태전동,997,997,0,현대,84.95,201903,21,"19,000",4,1993,구암로16길 7,,-,-
대구광역시 북구 태전동,997,997,0,현대,133.94,201903,21,"29,000",7,1993,구암로16길 7,,-,-
대구광역시 북구 태전동,1186,1186,0,협성휴포레강북,72.9702,201903,3,"36,500",20,2017,태암남로 60,,-,-
대구광역시 북구 태전동,1186,1186,0,협성휴포레강북,72.9293,201903,30,"35,500",20,2017,태암남로 60,,-,-
대구광역시 북구 태전동,881-3,881,3,협화맨션,84.97,201903,2,"18,500",10,1992,칠곡중앙대로51길 6,,-,-
대구광역시 북구 태전동,198,198,0,화성파크드림와이드,133.2941,201903,3,"38,500",7,2008,태전로3길 24,,-,-
대구광역시 북구 태전동,198,198,0,화성파크드림와이드,84.7628,201903,10,"29,400",2,2008,태전로3길 24,,-,-
대구광역시 북구 태전동,198,198,0,화성파크드림와이드,133.2941,201903,26,"38,000",9,2008,태전로3길 24,,-,-
대구광역시 북구 팔달동,52,52,0,두산청구,60,201903,1,"15,300",16,1999,매천로2길 19,,-,-
대구광역시 북구 팔달동,52,52,0,두산청구,84.945,201903,7,"20,500",6,1999,매천로2길 19,,-,-
대구광역시 북구 팔달동,52,52,0,두산청구,59.85,201903,21,"17,800",16,1999,매천로2길 19,,-,-
대구광역시 북구 학정동,980,980,0,칠곡1차한라하우젠트,84.9692,201903,19,"34,700",8,2007,학남로 10,,-,-
대구광역시 북구 학정동,982,982,0,칠곡2차한라하우젠트,84.9803,201903,1,"34,900",10,2007,학정동로 40,,-,-
대구광역시 북구 학정동,982,982,0,칠곡2차한라하우젠트,84.9803,201903,8,"32,800",14,2007,학정동로 40,,-,-
대구광역시 북구 학정동,982,982,0,칠곡2차한라하우젠트,84.9803,201903,29,"33,250",13,2007,학정동로 40,,-,-
대구광역시 북구 학정동,925,925,0,학정청아람,59.9858,201903,7,"22,700",2,2007,학정로110길 29,,-,-
대구광역시 북구 학정동,925,925,0,학정청아람,84.66,201903,11,"29,000",5,2007,학정로110길 29,,-,-
대구광역시 서구 내당동,340,340,0,광명,52.22,201903,2,"11,500",4,1981,평리로 214,,-,-
대구광역시 서구 내당동,463-5,463,5,광장타운1차,54,201903,7,"28,000",11,1984,달구벌대로 1707,,-,-
대구광역시 서구 내당동,463-8,463,8,광장타운2차,127.4,201903,1,"38,800",7,1987,달구벌대로337길 8,,-,-
대구광역시 서구 내당동,460-5,460,5,내당동화타운,84.93,201903,5,"20,000",1,1994,달구벌대로337길 29,,-,-
대구광역시 서구 내당동,460-5,460,5,내당동화타운,59.94,201903,31,"15,500",2,1994,달구벌대로337길 29,,-,-
대구광역시 서구 내당동,202-1,202,1,내당시영,55.34,201903,8,"20,500",4,1979,서대구로8길 15,,-,-
대구광역시 서구 내당동,202-1,202,1,내당시영,55.34,201903,14,"20,500",5,1979,서대구로8길 15,,-,-
대구광역시 서구 내당동,202-1,202,1,내당시영,56.23,201903,18,"21,800",1,1979,서대구로8길 15,,-,-
대구광역시 서구 내당동,202-1,202,1,내당시영,55.34,201903,27,"22,200",3,1979,서대구로8길 15,,-,-
대구광역시 서구 내당동,202-1,202,1,내당시영,55.34,201903,30,"20,000",5,1979,서대구로8길 15,,-,-
대구광역시 서구 내당동,20-9,20,9,네오젠,84.97,201903,8,"19,800",5,2003,평리로 376,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,65.79,201903,4,"16,500",10,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,65.79,201903,5,"18,300",2,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.135,201903,6,"12,900",6,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,65.79,201903,8,"16,300",2,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.135,201903,9,"13,000",5,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.135,201903,9,"12,000",4,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,85.02,201903,9,"22,200",6,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,84.88,201903,10,"25,200",7,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,65.79,201903,15,"19,200",5,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.21,201903,16,"12,000",6,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.135,201903,18,"13,500",11,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.21,201903,20,"12,000",9,1980,평리로 236,,-,-
대구광역시 서구 내당동,308-11,308,11,삼익뉴타운,46.21,201903,28,"13,700",4,1980,평리로 236,,-,-
대구광역시 서구 내당동,350-1,350,1,삼익주택,46.04,201903,14,"17,300",13,1979,서대구로 25,,-,-
대구광역시 서구 내당동,350-1,350,1,삼익주택,65.02,201903,14,"25,500",6,1979,서대구로 25,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,66.627,201903,11,"33,000",5,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,71.723,201903,11,"24,500",8,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,79.613,201903,11,"27,000",4,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",3,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,73.527,201903,11,"42,000",8,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",5,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",4,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,71.723,201903,11,"24,500",8,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,79.613,201903,11,"27,000",5,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",4,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",5,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,79.613,201903,11,"27,000",6,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",6,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,83.898,201903,11,"28,300",7,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,79.196,201903,11,"26,900",4,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,51.98,201903,11,"18,000",6,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",6,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"27,700",7,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,79.196,201903,11,"28,000",3,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,79.613,201903,11,"27,500",3,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,229-6,229,6,서인에세스빌,82.331,201903,11,"28,150",3,2003,평리로62길 34,,-,-
대구광역시 서구 내당동,216-2,216,2,세신,41.15,201903,15,"11,350",5,1981,달구벌대로361길 9,,-,-
대구광역시 서구 내당동,358-2,358,2,전원,40.0661,201903,23,"9,500",4,1981,서대구로3길 76,,-,-
대구광역시 서구 내당동,339,339,0,코오롱맨션,84.735,201903,25,"20,500",1,1985,당산로 260,,-,-
대구광역시 서구 내당동,11-08,11,8,황제맨션,162.84,201903,11,"38,800",13,1988,통학로 46,,-,-
대구광역시 서구 비산동,1635-1,1635,1,경남꿈드림,74.23,201903,11,"19,000",10,2004,서대구로 329,,-,-
대구광역시 서구 비산동,511-47,511,47,그린파크102,84.2389,201903,28,"22,500",8,2002,달서로33길 6,,-,-
대구광역시 서구 비산동,2008-18,2008,18,보성,45.09,201903,16,"7,900",5,1983,염색공단로11길 35,,-,-
대구광역시 서구 비산동,517-7,517,7,비산솔마을,59.82,201903,4,"18,750",6,2004,문화로69길 13-1,,-,-
대구광역시 서구 비산동,517-7,517,7,비산솔마을,59.88,201903,12,"17,300",8,2004,문화로69길 13-4,,-,-
대구광역시 서구 비산동,517-7,517,7,비산솔마을,59.82,201903,24,"18,000",3,2004,문화로69길 13-1,,-,-
대구광역시 서구 비산동,378-42,378,42,비산아뜨리움,59.89,201903,5,"17,500",3,2004,국채보상로67안길 23,,-,-
대구광역시 서구 비산동,331-36,331,36,비산우방맨션,59.94,201903,11,"16,500",4,1995,통학로24길 60,,-,-
대구광역시 서구 비산동,331-36,331,36,비산우방맨션,84.97,201903,14,"24,700",11,1995,통학로24길 60,,-,-
대구광역시 서구 비산동,1011,1011,0,삼성만평,52.1275,201903,16,"10,000",5,1982,달서천로57길 20,,-,-
대구광역시 서구 비산동,1011,1011,0,삼성만평,52.1275,201903,26,"11,350",1,1982,달서천로57길 20,,-,-
대구광역시 서구 비산동,193-1,193,1,삼흥타운103동,83.75,201903,29,"20,300",2,2003,달서로12길 45-8,,-,-
대구광역시 서구 비산동,315,315,0,한신휴플러스,84.98,201903,26,"28,200",10,2005,달서로17길 17,,-,-
대구광역시 서구 원대동2가,88,88,0,원대금류타운,84.75,201903,8,"24,000",2,1998,원대로13길 2,,-,-
대구광역시 서구 원대동3가,1372,1372,0,반도,41.17,201903,1,"8,100",4,1981,고성로 13,,-,-
대구광역시 서구 중리동,121-1,121,1,꽃동네,51.285,201903,20,"17,500",1,1981,평리로 221,,-,-
대구광역시 서구 중리동,121-1,121,1,꽃동네,51.285,201903,21,"18,000",4,1981,평리로 221,,-,-
대구광역시 서구 중리동,121-1,121,1,꽃동네,51.285,201903,31,"18,000",2,1981,평리로 221,,-,-
대구광역시 서구 중리동,94,94,0,시영1,59.44,201903,11,"12,000",2,1985,당산로 324,,-,-
대구광역시 서구 중리동,72,72,0,시영2,59.1,201903,30,"18,300",1,1985,국채보상로38길 32,,-,-
대구광역시 서구 중리동,720-1,720,1,일신(720-1),55.12,201903,3,"14,000",1,1982,당산로47길 69,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,130.109,201903,2,"43,000",17,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,140.245,201903,6,"41,500",16,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,179.645,201903,11,"49,000",16,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,100.696,201903,11,"39,000",8,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,115.687,201903,12,"38,400",9,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,167.924,201903,14,"46,800",17,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,179.645,201903,14,"55,000",18,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,26-1,26,1,중리롯데캐슬,130.109,201903,18,"42,500",18,2009,국채보상로34길 12,,-,-
대구광역시 서구 중리동,Jan-76,76,1,진달래,56.1,201903,4,"14,800",2,1983,국채보상로36길 42,,-,-
대구광역시 서구 중리동,Jan-76,76,1,진달래,43.8975,201903,10,"8,500",4,1983,국채보상로36길 42,,-,-
대구광역시 서구 중리동,Jan-76,76,1,진달래,82.29,201903,17,"17,200",3,1983,국채보상로36길 39,,-,-
대구광역시 서구 중리동,Jan-76,76,1,진달래,69.6975,201903,26,"16,000",1,1983,국채보상로36길 39,,-,-
대구광역시 서구 중리동,Jan-76,76,1,진달래,43.8975,201903,27,"12,050",1,1983,국채보상로36길 42,,-,-
대구광역시 서구 평리동,576-8,576,8,명성,48.795,201903,5,"15,000",4,1981,당산로 448,,-,-
대구광역시 서구 평리동,1356-1,1356,1,반도아파트,44.79,201903,1,"12,200",4,1980,국채보상로46길 63,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",6,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,29.31,201903,12,"5,590",4,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,29.31,201903,12,"5,590",6,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,24.44,201903,12,"4,661",6,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",5,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,25.25,201903,12,"4,816",5,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,29.31,201903,12,"5,590",5,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,24.44,201903,12,"4,661",5,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",4,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,25.25,201903,12,"4,816",3,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",3,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,24.44,201903,12,"4,661",3,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,25.25,201903,12,"4,816",4,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,28.35,201903,12,"5,407",4,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,28.35,201903,12,"5,407",5,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,24.44,201903,12,"4,661",2,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",2,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,25.25,201903,12,"4,816",2,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",2,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",3,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,24.44,201903,12,"4,661",4,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,28.35,201903,12,"5,407",2,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,23.67,201903,12,"4,514",6,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,29.31,201903,12,"5,590",3,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",5,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,29.31,201903,12,"5,590",2,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,28.35,201903,12,"5,407",3,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,1361-9,1361,9,센트럴파크,22.95,201903,12,"4,377",4,2011,서대구로 70-10,,-,-
대구광역시 서구 평리동,619-1,619,1,평리광명아파트,49.09,201903,1,"15,300",2,1980,문화로37길 6,,-,-
대구광역시 서구 평리동,619-1,619,1,평리광명아파트,53.815,201903,31,"16,200",1,1980,문화로37길 6,,-,-
대구광역시 서구 평리동,1676,1676,0,평리롯데캐슬,124.7848,201903,9,"35,750",6,2009,국채보상로 316,,-,-
대구광역시 서구 평리동,1676,1676,0,평리롯데캐슬,124.3429,201903,12,"39,000",7,2009,국채보상로 316,,-,-
대구광역시 서구 평리동,1676,1676,0,평리롯데캐슬,84.9639,201903,24,"33,750",9,2009,국채보상로 316,,-,-
대구광역시 서구 평리동,1356-2,1356,2,평리비둘기맨션,82.71,201903,26,"24,900",9,1988,국채보상로46길 61,,-,-
대구광역시 서구 평리동,1083-2,1083,2,평리서신아파트,52.76,201903,27,"15,000",4,1978,서대구로34길 7,,-,-
대구광역시 서구 평리동,1408,1408,0,평리청구타운,84.965,201903,13,"29,100",5,2000,서대구로 77,,-,-
대구광역시 서구 평리동,1408,1408,0,평리청구타운,60,201903,30,"19,500",13,2000,서대구로 77,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,59.8925,201903,9,"28,600",2,2011,국채보상로50길 20,,-,-
