□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,
계약일자 : 20190301 ~ 20190331,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,,,,
시도 : 전체,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,84.9203,201903,16,"36,000",20,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,113.2671,201903,22,"39,700",10,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,84.9203,201903,22,"35,500",9,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,113.2671,201903,25,"38,000",1,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,59.8925,201903,25,"29,400",11,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,84.9305,201903,29,"37,000",16,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,1680,1680,0,평리푸르지오,84.9203,201903,31,"34,900",16,2011,국채보상로50길 20,,-,-
대구광역시 서구 평리동,669-5,669,5,평리힐스2차,84.7248,201903,27,"24,000",3,2017,북비산로 260,,-,-
대구광역시 수성구 노변동,353,353,0,수성월드메르디앙,84.8075,201903,20,"42,100",3,2007,노변로 55,,-,-
대구광역시 수성구 두산동,789,789,0,수성화성파크드림,84.8227,201903,14,"45,000",15,2009,용학로28길 8,,-,-
대구광역시 수성구 만촌동,245,245,0,럭키골든,84.57,201903,23,"19,900",2,1985,효행로 24,,-,-
대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,84.98,201903,20,"84,000",15,2016,교학로 13,,-,-
대구광역시 수성구 만촌동,605,605,0,만촌보성타운,84.98,201903,15,"31,750",13,2002,공경로 70,,-,-
대구광역시 수성구 만촌동,605,605,0,만촌보성타운,84.98,201903,18,"34,500",7,2002,공경로 70,,-,-
대구광역시 수성구 만촌동,605,605,0,만촌보성타운,84.98,201903,23,"30,500",3,2002,공경로 70,,-,-
대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,59.692,201903,22,"33,500",13,2004,무열로 47,,-,-
대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,59.692,201903,25,"33,500",7,2004,무열로 47,,-,-
대구광역시 수성구 만촌동,272,272,0,만촌화성파크스위트,84.8923,201903,6,"25,500",3,2005,화랑로34길 141,,-,-
대구광역시 수성구 만촌동,272,272,0,만촌화성파크스위트,84.8923,201903,13,"27,300",12,2005,화랑로34길 141,,-,-
대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,84.93,201903,1,"48,100",18,2003,동원로 123,,-,-
대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,74.91,201903,10,"40,000",18,2003,동원로 123,,-,-
대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,84.93,201903,12,"42,700",9,2003,동원로 110,,-,-
대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,84.93,201903,9,"45,800",19,2003,동원로 100,,-,-
대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,74.91,201903,11,"38,000",7,2003,동원로 100,,-,-
대구광역시 수성구 만촌동,1172-1,1172,1,산장맨션,84.78,201903,18,"39,500",7,1990,교학로 111,,-,-
대구광역시 수성구 만촌동,1046-10,1046,10,수성2차e-편한세상,173.4484,201903,16,"126,500",14,2007,달구벌대로522길 33,,-,-
대구광역시 수성구 만촌동,862-2,862,2,청구매일,84.9,201903,29,"39,000",4,1990,달구벌대로530길 88,,-,-
대구광역시 수성구 만촌동,857-32,857,32,초원아파트B,69.3,201903,2,"29,800",3,1983,달구벌대로530길 57,,-,-
대구광역시 수성구 만촌동,868,868,0,한도,61.86,201903,15,"50,000",1,1985,교학로11길 43,,-,-
대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,201903,2,"12,400",9,1995,천을로 131,,-,-
대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,201903,20,"12,300",13,1995,천을로 131,,-,-
대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,201903,22,"11,000",14,1995,천을로 131,,-,-
대구광역시 수성구 매호동,1040,1040,0,매호동서타운,59.9,201903,13,"21,000",7,1995,천을로 180,,-,-
대구광역시 수성구 매호동,1075-1,1075,1,태왕하이츠2,71.5229,201903,29,"28,350",11,2001,천을로 170,,-,-
대구광역시 수성구 매호동,1331,1331,0,하나타운,49.92,201903,31,"17,300",10,1995,고산로 123,,-,-
대구광역시 수성구 범물동,887,887,0,두성,59.37,201903,10,"15,200",2,1996,지범로 300,,-,-
대구광역시 수성구 범물동,1269,1269,0,범물보성2차,84.99,201903,16,"26,500",6,1992,용학로 316,,-,-
대구광역시 수성구 범물동,1269,1269,0,범물보성2차,84.99,201903,24,"27,300",5,1992,용학로 316,,-,-
대구광역시 수성구 범물동,1261,1261,0,범물하이츠,41.85,201903,11,"9,500",11,1992,용학로 336,,-,-
대구광역시 수성구 범물동,1261,1261,0,범물하이츠,41.85,201903,14,"10,300",11,1992,용학로 336,,-,-
대구광역시 수성구 범물동,1261,1261,0,범물하이츠,34.44,201903,14,"9,400",4,1992,용학로 336,,-,-
대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,84.85,201903,19,"24,700",2,1992,용학로 272,,-,-
대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,84.85,201903,23,"25,100",12,1992,용학로 272,,-,-
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,201903,1,"16,700",13,1995,지범로46길 43,,-,-
대구광역시 수성구 범물동,1382,1382,0,삼주타운,84.88,201903,18,"21,000",4,1993,범안로8길 35,,-,-
대구광역시 수성구 범물동,1328,1328,0,서한화성타운,65.97,201903,22,"19,700",13,1992,지범로40길 11,,-,-
대구광역시 수성구 범물동,1372,1372,0,청아타운,84.995,201903,4,"25,000",12,1992,범안로 40,,-,-
대구광역시 수성구 범물동,1372,1372,0,청아타운,84.995,201903,5,"23,000",6,1992,범안로 40,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201903,4,"60,000",15,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201903,6,"58,700",2,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201903,6,"64,000",15,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201903,6,"57,500",3,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.7725,201903,8,"62,000",17,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201903,16,"59,000",24,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201903,21,"59,800",16,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201903,24,"57,500",5,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201903,29,"59,800",16,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201903,30,"65,000",25,2015,들안로78길 45,,-,-
대구광역시 수성구 범어동,300,300,0,가든하이츠1,84.945,201903,21,"77,500",6,1985,범어로 45,,-,-
대구광역시 수성구 범어동,333,333,0,가든하이츠3,134.87,201903,7,"89,000",10,1990,청호로 365,,-,-
대구광역시 수성구 범어동,804-46,804,46,공작맨션,79.8,201903,4,"50,500",9,1980,청솔로 132,,-,-
대구광역시 수성구 범어동,804-46,804,46,공작맨션,53.98,201903,30,"35,800",3,1980,청솔로 132,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,4,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,11,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,11,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,13,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,15,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,15,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,15,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,15,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,15,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,17,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,17,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,17,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,17,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,17,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,18,"30,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,20,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,20,"32,000",5,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,22,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,22,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,22,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",1,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",4,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",3,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,Feb-50,50,2,목화,75.64,201903,29,"32,000",2,1978,동대구로74안길 6,,-,-
대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,201903,13,"65,000",3,2016,동대구로55길 11,,-,-
대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,201903,25,"66,000",10,2016,동대구로55길 11,,-,-
대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,109.9617,201903,6,"89,000",11,2013,동대구로 376,,-,-
대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,94.7968,201903,23,"86,800",18,2013,동대구로 376,,-,-
대구광역시 수성구 범어동,808,808,0,범어쌍용예가,115.2158,201903,15,"85,000",2,2009,명덕로 477,,-,-
대구광역시 수성구 범어동,808,808,0,범어쌍용예가,115.2158,201903,19,"83,000",2,2009,명덕로 477,,-,-
대구광역시 수성구 범어동,808,808,0,범어쌍용예가,115.2158,201903,21,"90,000",5,2009,명덕로 477,,-,-
대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),49.89,201903,28,"30,700",1,1981,동대구로38길 80,,-,-
대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),49.89,201903,28,"31,500",1,1981,동대구로38길 80,,-,-
대구광역시 수성구 범어동,792-43,792,43,범어역아이위시,27.527,201903,5,"10,900",10,2013,동대구로59길 14-19,,-,-
대구광역시 수성구 범어동,966-1,966,1,범어월드메르디앙웨스턴카운티,84.9919,201903,10,"60,000",6,2008,범어천로 200,,-,-
대구광역시 수성구 범어동,Jun-88,88,6,범어청구하이츠,59.97,201903,14,"32,800",13,2000,청호로84안길 2,,-,-
대구광역시 수성구 범어동,2148,2148,0,범어화성파크드림,84.9742,201903,8,"57,400",14,2006,범어천로 180,,-,-
대구광역시 수성구 범어동,1266,1266,0,수성태왕아너스,84.8438,201903,5,"40,000",13,2007,들안로77길 30,,-,-
대구광역시 수성구 범어동,476,476,0,청구빌라맨션,84.96,201903,13,"35,500",4,1979,상록로11길 5,,-,-
대구광역시 수성구 범어동,476,476,0,청구빌라맨션,84.96,201903,16,"33,000",1,1979,상록로11길 5,,-,-
대구광역시 수성구 범어동,614-3,614,3,태왕유성하이빌,84.9686,201903,13,"64,000",11,2003,동대구로 250,,-,-
대구광역시 수성구 범어동,2238,2238,0,화산샬레,72.18,201903,26,"52,800",10,2014,청호로 411-3,,-,-
대구광역시 수성구 사월동,464,464,0,사월보성,84.99,201903,5,"29,700",13,1996,욱수천로 133,,-,-
대구광역시 수성구 사월동,464,464,0,사월보성,84.99,201903,8,"26,600",1,1996,욱수천로 133,,-,-
대구광역시 수성구 사월동,464,464,0,사월보성,59.97,201903,9,"19,000",7,1996,욱수천로 133,,-,-
대구광역시 수성구 사월동,464,464,0,사월보성,59.97,201903,18,"15,900",16,1996,욱수천로 133,,-,-
대구광역시 수성구 사월동,464,464,0,사월보성,59.97,201903,25,"17,500",5,1996,욱수천로 133,,-,-
대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,98.17,201903,19,"48,600",3,2018,달구벌대로669길 20-1,,-,-
대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,84.97,201903,23,"42,500",4,2018,달구벌대로669길 20-1,,-,-
대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,84.95,201903,29,"40,000",1,2018,달구벌대로669길 20-1,,-,-
대구광역시 수성구 사월동,510-2,510,2,태왕리더스,84.93,201903,6,"29,500",11,2004,달구벌대로669길 70,,-,-
대구광역시 수성구 사월동,510-2,510,2,태왕리더스,84.93,201903,12,"25,500",3,2004,달구벌대로669길 70,,-,-
대구광역시 수성구 사월동,510-2,510,2,태왕리더스,84.93,201903,26,"29,000",12,2004,달구벌대로669길 70,,-,-
대구광역시 수성구 상동,141,141,0,새중동,50.82,201903,21,"15,500",3,1981,상화로 7,,-,-
대구광역시 수성구 상동,72,72,0,정화우방팔레스,134.95,201903,1,"51,700",2,2003,수성로 135,,-,-
대구광역시 수성구 상동,72,72,0,정화우방팔레스,164.932,201903,29,"60,000",3,2003,수성로 135,,-,-
대구광역시 수성구 상동,178-1,178,1,청구중동,50.82,201903,12,"16,500",2,1981,신천동로 150,,-,-
대구광역시 수성구 상동,247,247,0,청구타운,84.995,201903,28,"28,750",8,1994,수성로19길 42,,-,-
대구광역시 수성구 수성동1가,73,73,0,삼우수성타운,84.9,201903,23,"35,000",18,1997,달구벌대로456길 19,,-,-
대구광역시 수성구 수성동1가,649-17,649,17,삼환,88.23,201903,13,"22,300",9,1979,신천동로 288,,-,-
대구광역시 수성구 수성동1가,649-23,649,23,새한,79.2,201903,15,"22,000",4,1983,신천동로 290,,-,-
대구광역시 수성구 수성동1가,112-7,112,7,수성그린타운,59.996,201903,6,"38,000",6,2005,달구벌대로458길 17,,-,-
대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬TheFirst,84.9746,201903,1,"69,000",6,2015,수성로69길 65,,-,-
대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬TheFirst,84.9866,201903,4,"70,400",21,2015,수성로69길 70,,-,-
